INSERT INTO `evaluation`(`user_id`, `evaluation_trp`, `evaluation_receivednum`, `evaluation_receivedvalue`, `evaluation_sentnum`, `evaluation_sentvalue`)
VALUES
                        (83,39,13,50,13,53),
                        (84,38,13,50,13,53),
                        (85,59,16,62,16,65),
                        (86,95,21,81,21,86),
                        (87,93,21,81,21,86),
                        (88,23,10,39,10,40),
                        (89,23,10,39,10,40),
                        (90,4,3,11,3,12),
                        (91,21,9,35,9,36),
                        (92,263,36,141,36,146),
                        (93,455,47,184,47,191),
                        (94,52,15,59,15,60),
                        (95,28,11,43,11,44),
                        (96,4,3,11,3,12),
                        (97,164,28,110,28,113),
                        (98,14,7,27,7,28),
                        (99,8,5,19,5,20),
                        (100,15,8,31,8,32),
                        (101,0,0,0,0,0),
                        (102,0,0,0,0,0),
                        (103,12,7,27,7,28),
                        (104,26,11,43,11,44),
                        (105,18,9,35,9,36),
                        (106,23,10,39,10,40),
                        (107,45,14,55,14,56),
                        (108,39,13,52,13,52),
                        (109,296,38,152,38,151),
                        (110,80,19,76,19,75),
                        (111,159,28,112,28,111),
                        (112,124,24,96,24,95),
                        (113,0,0,0,0,0),
                        (114,154,27,108,27,107),
                        (115,10,6,24,6,23),
                        (116,192,30,121,30,118),
                        (117,0,0,0,0,0),
                        (118,16,8,32,8,31),
                        (119,114,23,93,23,90),
                        (120,36,13,52,13,51),
                        (121,3,2,8,2,7),
                        (122,51,15,60,15,59),
                        (123,0,0,0,0,0),
                        (124,28,11,44,11,43),
                        (125,18,9,36,9,35),
                        (126,0,0,0,0,0),
                        (127,27,11,44,11,43),
                        (128,12,7,28,7,27),
                        (129,819,63,258,63,245),
                        (130,0,0,0,0,0),
                        (131,49,15,61,15,58),
                        (132,31,12,49,12,46),
                        (133,190,30,123,30,116),
                        (134,9,6,24,6,23),
                        (135,1668,91,375,91,352),
                        (136,21,9,37,9,34),
                        (137,213,32,132,32,123),
                        (138,103,22,91,22,84),
                        (139,645,56,232,56,215),
                        (140,11,6,24,6,23),
                        (141,36,13,53,13,50),
                        (142,0,0,0,0,0),
                        (143,34,12,49,12,46),
                        (144,3,2,8,2,7),
                        (145,21,9,37,9,34),
                        (146,555,52,217,52,198),
                        (147,27,11,45,11,42),
                        (148,17,8,33,8,30),
                        (149,0,0,0,0,0),
                        (150,0,0,0,0,0),
                        (151,13,7,29,7,26),
                        (152,93,21,88,21,79),
                        (153,0,0,0,0,0),
                        (154,65,17,71,17,64),
                        (155,22,10,42,10,37),
                        (156,44,14,59,14,52),
                        (157,29,11,46,11,41),
                        (158,95,21,88,21,79),
                        (159,71,18,76,18,67),
                        (160,36,13,55,13,48),
                        (161,0,0,0,0,0),
                        (162,4,3,12,3,11),
                        (163,11,6,25,6,22),
                        (164,24,10,42,10,37),
                        (165,36,13,55,13,48),
                        (166,14,7,29,7,26),
                        (167,51,15,64,15,55),
                        (168,40,13,55,13,48),
                        (169,502,50,214,50,185),
                        (170,9,6,25,6,22),
                        (171,23,10,42,10,37),
                        (172,14,7,30,7,25),
                        (173,25,10,43,10,36),
                        (174,7,5,21,5,18),
                        (175,35,12,51,12,44),
                        (176,25,10,43,10,36),
                        (177,0,0,0,0,0),
                        (178,68,18,77,18,66),
                        (179,655,57,246,57,209),
                        (180,16,8,34,8,29),
                        (181,34,12,52,12,43),
                        (182,25,10,43,10,36),
                        (183,13,7,30,7,25),
                        (184,16,8,34,8,29),
                        (185,13,7,30,7,25),
                        (186,18,9,39,9,32),
                        (187,146,26,113,26,94),
                        (188,0,0,0,0,0),
                        (189,236,34,148,34,123),
                        (190,28,11,48,11,39),
                        (191,18,9,39,9,32),
                        (192,34,12,52,12,43),
                        (193,24,10,43,10,36),
                        (194,635,56,246,56,201),
                        (195,789,62,272,62,223),
                        (196,54,16,70,16,57),
                        (197,25,10,44,10,35),
                        (198,143,26,114,26,93),
                        (199,58,16,70,16,57),
                        (200,25,10,44,10,35),
                        (201,38,13,57,13,46),
                        (202,10,6,26,6,21),
                        (203,25,10,44,10,35),
                        (204,13,7,31,7,24),
                        (205,78,19,84,19,67),
                        (206,8,5,22,5,17),
                        (207,14,7,31,7,24),
                        (208,76,19,84,19,67),
                        (209,312,39,174,39,137),
                        (210,152,27,120,27,95),
                        (211,5,4,17,4,14),
                        (212,728,60,268,60,211),
                        (213,34,12,53,12,42),
                        (214,22,10,44,10,35),
                        (215,44,14,62,14,49),
                        (216,23,10,45,10,35)
