INSERT INTO `evaluation`(`user_id`, `evaluation_trp`, `evaluation_receivednum`, `evaluation_receivedvalue`, `evaluation_sentnum`, `evaluation_sentvalue`)
VALUES
                        (248,534,51,203,51,204),
                        (249,925,67,267,67,268),
                        (250,53,16,63,16,64),
                        (251,812,63,251,63,252),
                        (252,917,67,267,67,268),
                        (253,1126,74,295,74,296),
                        (254,533,51,203,51,204),
                        (255,1106,74,295,74,296),
                        (256,390,44,176,44,176),
                        (257,280,37,148,37,147),
                        (258,700,59,236,59,235),
                        (259,235,34,136,34,135),
                        (260,406,44,176,44,175),
                        (261,847,65,260,65,259),
                        (262,476,48,192,48,191),
                        (263,49,15,60,15,59),
                        (264,499,49,196,49,195),
                        (265,530,51,204,51,203),
                        (266,1098,74,297,74,294),
                        (267,890,66,265,66,262),
                        (268,466,48,193,48,190),
                        (269,494,49,197,49,194),
                        (270,562,52,209,52,206),
                        (271,859,65,261,65,258),
                        (272,61,17,68,17,67),
                        (273,457,47,189,47,186),
                        (274,1099,74,298,74,293),
                        (275,319,39,157,39,154),
                        (276,910,67,270,67,265),
                        (277,182,30,121,30,118),
                        (278,229,33,133,33,130),
                        (279,143,26,105,26,102),
                        (280,49,15,60,15,59),
                        (281,112,23,93,23,90),
                        (282,184,30,121,30,118),
                        (283,864,65,263,65,256),
                        (284,804,63,255,63,248),
                        (285,359,42,170,42,165),
                        (286,274,36,146,36,141),
                        (287,588,54,219,54,212),
                        (288,827,64,260,64,252),
                        (289,1000,70,284,70,275),
                        (290,635,56,227,56,220),
                        (291,1008,70,284,70,275),
                        (292,323,40,162,40,157),
                        (293,187,30,122,30,117),
                        (294,1147,75,305,75,294),
                        (295,237,34,138,34,133),
                        (296,703,59,240,59,231),
                        (297,468,48,195,48,188),
                        (298,700,59,240,59,231),
                        (299,422,45,183,45,176),
                        (300,974,69,281,69,270),
                        (301,923,67,273,67,262),
                        (302,264,36,147,36,140),
                        (303,235,34,139,34,132),
                        (304,1200,77,315,77,300),
                        (305,260,35,143,35,136),
                        (306,536,51,208,51,199),
                        (307,292,38,155,38,148),
                        (308,812,63,258,63,245),
                        (309,83,20,82,20,77),
                        (310,1016,71,291,71,276),
                        (311,1110,74,303,74,288),
                        (312,655,57,234,57,221),
                        (313,648,56,230,56,217),
                        (314,531,51,209,51,198),
                        (315,1155,75,308,75,291),
                        (316,103,22,90,22,85),
                        (317,800,63,259,63,244),
                        (318,865,65,267,65,252),
                        (319,943,68,280,68,263),
                        (320,316,39,160,39,151),
                        (321,641,56,231,56,216),
                        (322,333,40,165,40,154),
                        (323,683,58,239,58,224),
                        (324,1150,75,309,75,290),
                        (325,176,29,119,29,112),
                        (326,119,24,99,24,92),
                        (327,286,37,153,37,142),
                        (328,350,41,169,41,158),
                        (329,634,56,231,56,216),
                        (330,1012,71,294,71,273),
                        (331,432,46,190,46,177),
                        (332,963,69,286,69,265),
                        (333,1067,72,298,72,277),
                        (334,523,51,211,51,196),
                        (335,727,60,249,60,230),
                        (336,556,52,216,52,199),
                        (337,1037,71,295,71,272),
                        (338,30,11,45,11,42),
                        (339,796,63,262,63,241),
                        (340,868,65,270,65,249),
                        (341,432,46,191,46,176),
                        (342,1189,77,320,77,295),
                        (343,364,42,175,42,160),
                        (344,416,45,187,45,172),
                        (345,929,68,283,68,260),
                        (346,190,30,125,30,114),
                        (347,982,70,292,70,267),
                        (348,506,50,208,50,191),
                        (349,233,34,142,34,129),
                        (350,923,67,280,67,255),
                        (351,621,55,230,55,209),
                        (352,382,43,180,43,163),
                        (353,330,40,167,40,152),
                        (354,1028,71,297,71,270),
                        (355,218,32,134,32,121),
                        (356,352,41,172,41,155),
                        (357,34,12,50,12,45),
                        (358,730,60,251,60,228),
                        (359,1029,71,298,71,269),
                        (360,1033,71,298,71,269),
                        (361,1196,77,323,77,292),
                        (362,1184,76,319,76,288),
                        (363,513,50,210,50,189),
                        (364,272,36,151,36,136),
                        (365,945,68,286,68,257),
                        (366,984,70,295,70,264),
                        (367,625,55,231,55,208),
                        (368,512,50,210,50,189),
                        (369,1059,72,303,72,272),
                        (370,58,16,67,16,60),
                        (371,186,30,126,30,113),
                        (372,218,32,135,32,120),
                        (373,97,21,88,21,79),
                        (374,740,60,253,60,226),
                        (375,751,61,258,61,229),
                        (376,902,67,283,67,252),
                        (377,506,50,211,50,188),
                        (378,1111,74,313,74,278),
                        (379,1090,73,309,73,274),
                        (380,670,57,241,57,214),
                        (381,964,69,292,69,259),
                        (382,500,49,208,49,183),
                        (383,508,50,212,50,187),
                        (384,677,58,246,58,217),
                        (385,635,56,238,56,209),
                        (386,243,34,144,34,127),
                        (387,1056,72,306,72,269),
                        (388,326,40,170,40,149),
                        (389,899,66,281,66,246),
                        (390,548,52,221,52,194),
                        (391,306,39,166,39,145),
                        (392,458,47,200,47,175),
                        (393,545,52,221,52,194),
                        (394,827,64,273,64,238),
                        (395,254,35,149,35,130),
                        (396,842,64,273,64,238),
                        (397,226,33,141,33,122),
                        (398,1191,77,329,77,286),
                        (399,819,63,269,63,234),
                        (400,64,17,72,17,63),
                        (401,1005,70,299,70,260),
                        (402,1044,72,308,72,267),
                        (403,60,17,72,17,63),
                        (404,549,52,223,52,192),
                        (405,890,66,283,66,244),
                        (406,37,13,55,13,48),
                        (407,1150,75,322,75,277),
                        (408,400,44,189,44,162),
                        (409,969,69,296,69,255),
                        (410,511,50,215,50,184),
                        (411,70,18,77,18,66),
                        (412,424,45,193,45,166),
                        (413,949,68,292,68,251),
                        (414,827,64,275,64,236),
                        (415,238,34,146,34,125),
                        (416,243,34,146,34,125),
                        (417,361,42,181,42,154),
                        (418,806,63,271,63,232),
                        (419,364,42,181,42,154),
                        (420,1087,73,315,73,268),
                        (421,466,48,207,48,176),
                        (422,231,33,142,33,121),
                        (423,177,29,125,29,106),
                        (424,398,44,190,44,161),
                        (425,80,19,82,19,69),
                        (426,381,43,186,43,157),
                        (427,793,62,268,62,227),
                        (428,882,66,286,66,241),
                        (429,626,55,238,55,201),
                        (430,701,59,256,59,215),
                        (431,1137,75,325,75,274),
                        (432,57,16,69,16,58),
                        (433,374,43,186,43,157),
                        (434,135,25,108,25,91),
                        (435,249,35,152,35,127),
                        (436,1094,73,317,73,266),
                        (437,269,36,156,36,131),
                        (438,1172,76,331,76,276),
                        (439,568,53,230,53,193),
                        (440,893,66,287,66,240),
                        (441,282,37,161,37,134),
                        (442,775,62,270,62,225),
                        (443,398,44,192,44,159),
                        (444,200,31,135,31,112),
                        (445,264,36,157,36,130),
                        (446,1041,72,314,72,261),
                        (447,46,14,61,14,50),
                        (448,236,34,148,34,123),
                        (449,1028,71,310,71,257),
                        (450,805,63,275,63,228),
                        (451,167,28,122,28,101),
                        (452,117,24,105,24,86),
                        (453,296,38,166,38,137),
                        (454,841,64,280,64,231),
                        (455,901,67,294,67,241),
                        (456,622,55,241,55,198),
                        (457,393,44,193,44,158),
                        (458,41,14,61,14,50),
                        (459,717,59,259,59,212),
                        (460,6,4,17,4,14),
                        (461,1185,76,334,76,273),
                        (462,345,41,180,41,147),
                        (463,663,57,251,57,204),
                        (464,746,61,268,61,219),
                        (465,34,12,52,12,43),
                        (466,888,66,291,66,236),
                        (467,1076,73,322,73,261),
                        (468,808,63,278,63,225),
                        (469,732,60,264,60,215),
                        (470,671,57,251,57,204),
                        (471,560,52,229,52,186),
                        (472,364,42,185,42,150),
                        (473,504,50,221,50,178),
                        (474,40,13,57,13,46),
                        (475,711,59,261,59,210),
                        (476,1113,74,327,74,264),
                        (477,684,58,257,58,206),
                        (478,669,57,252,57,203),
                        (479,292,38,168,38,135),
                        (480,922,67,297,67,238),
                        (481,638,56,248,56,199),
                        (482,666,57,253,57,202),
                        (483,142,26,115,26,92),
                        (484,227,33,146,33,117),
                        (485,643,56,249,56,198),
                        (486,188,30,133,30,106),
                        (487,630,56,249,56,198),
                        (488,349,41,182,41,145),
                        (489,147,26,115,26,92),
                        (490,487,49,218,49,173),
                        (491,156,27,120,27,95),
                        (492,55,16,71,16,56),
                        (493,388,43,191,43,152),
                        (494,495,49,218,49,173),
                        (495,860,65,290,65,229),
                        (496,955,69,308,69,243),
                        (497,1127,75,335,75,264),
                        (498,497,49,219,49,172),
                        (499,156,27,120,27,95),
                        (500,931,68,304,68,239),
                        (501,702,59,264,59,207),
                        (502,180,29,129,29,102),
                        (503,1019,71,318,71,249),
                        (504,853,65,291,65,228),
                        (505,659,57,255,57,200),
                        (506,661,57,255,57,200),
                        (507,866,65,291,65,228),
                        (508,1044,72,323,72,252),
                        (509,520,50,224,50,175),
                        (510,144,26,116,26,91),
                        (511,469,48,215,48,168),
                        (512,1179,76,342,76,266)
